,COUB,Country of birth,FBORN,Place of birth,EDU,Education level,DOS,Duration of stay,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
21017,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,2,Women,USA,United States,15320,,
21018,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,1,Men,USA,United States,12945,,
21019,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,ALL_SEX,Men and women,USA,United States,28265,,
21023,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,2,Women,USA,United States,5430,,
21024,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,1,Men,USA,United States,5420,,
21025,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,ALL_SEX,Men and women,USA,United States,10850,,
21029,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,2,Women,USA,United States,20045,,
21030,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,1,Men,USA,United States,20055,,
21031,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,ALL_SEX,Men and women,USA,United States,40100,,
21035,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,2,Women,USA,United States,40795,,
21036,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,1,Men,USA,United States,38420,,
21037,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,ALL_SEX,Men and women,USA,United States,79215,,
21041,NOAM,North America,0,Native-born,2,ISCED 3/4,99,Unknown duration of stay,2,Women,USA,United States,51496878,,
21042,NOAM,North America,0,Native-born,2,ISCED 3/4,99,Unknown duration of stay,1,Men,USA,United States,45494269,,
21043,NOAM,North America,0,Native-born,2,ISCED 3/4,99,Unknown duration of stay,ALL_SEX,Men and women,USA,United States,96991147,,
21047,NOAM,North America,0,Native-born,1,ISCED 0/1/2,99,Unknown duration of stay,2,Women,USA,United States,18873281,,
21048,NOAM,North America,0,Native-born,1,ISCED 0/1/2,99,Unknown duration of stay,1,Men,USA,United States,18927501,,
21049,NOAM,North America,0,Native-born,1,ISCED 0/1/2,99,Unknown duration of stay,ALL_SEX,Men and women,USA,United States,37800782,,
21053,NOAM,North America,0,Native-born,3_4,ISCED 5/6,99,Unknown duration of stay,2,Women,USA,United States,25982479,,
21054,NOAM,North America,0,Native-born,3_4,ISCED 5/6,99,Unknown duration of stay,1,Men,USA,United States,25000871,,
21055,NOAM,North America,0,Native-born,3_4,ISCED 5/6,99,Unknown duration of stay,ALL_SEX,Men and women,USA,United States,50983350,,
21059,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,99,Unknown duration of stay,2,Women,USA,United States,96352638,,
21060,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,99,Unknown duration of stay,1,Men,USA,United States,89422641,,
21061,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,99,Unknown duration of stay,ALL_SEX,Men and women,USA,United States,185775279,,
21065,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,USA,United States,220905,,
21066,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,USA,United States,150395,,
21067,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,371300,,
21068,NOAM,North America,0,Native-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,USA,United States,51496878,,
21069,NOAM,North America,0,Native-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,USA,United States,45494269,,
21070,NOAM,North America,0,Native-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,96991147,,
21074,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,USA,United States,89820,,
21075,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,USA,United States,64950,,
21076,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,154770,,
21077,NOAM,North America,0,Native-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,USA,United States,18873281,,
21078,NOAM,North America,0,Native-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,USA,United States,18927501,,
21079,NOAM,North America,0,Native-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,37800782,,
21083,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,USA,United States,174010,,
21084,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,USA,United States,168753,,
21085,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,342763,,
21086,NOAM,North America,0,Native-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,USA,United States,25982479,,
21087,NOAM,North America,0,Native-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,USA,United States,25000871,,
21088,NOAM,North America,0,Native-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,50983350,,
21092,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,USA,United States,484735,,
21093,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,USA,United States,384098,,
21094,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,868833,,
21095,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,USA,United States,96352638,,
21096,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,USA,United States,89422641,,
21097,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,USA,United States,185775279,,
21997,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,2,Women,OTO,OECD - Total,35886,,
21998,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,1,Men,OTO,OECD - Total,32369,,
21999,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,ALL_SEX,Men and women,OTO,OECD - Total,68255,,
22003,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,2,Women,OTO,OECD - Total,25277,,
22004,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,1,Men,OTO,OECD - Total,24244,,
22005,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,ALL_SEX,Men and women,OTO,OECD - Total,49521,,
22009,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,2,Women,OTO,OECD - Total,11395,,
22010,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,1,Men,OTO,OECD - Total,10817,,
22011,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,ALL_SEX,Men and women,OTO,OECD - Total,22212,,
22015,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,2,Women,OTO,OECD - Total,64283,,
22016,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,1,Men,OTO,OECD - Total,63977,,
22017,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,ALL_SEX,Men and women,OTO,OECD - Total,128260,,
22021,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,2,Women,OTO,OECD - Total,136841,,
22022,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,1,Men,OTO,OECD - Total,131407,,
22023,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,ALL_SEX,Men and women,OTO,OECD - Total,268248,,
22027,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,2,Women,OTO,OECD - Total,260073,,
22028,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,1,Men,OTO,OECD - Total,185868,,
22029,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,ALL_SEX,Men and women,OTO,OECD - Total,445941,,
22033,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,2,Women,OTO,OECD - Total,33964,,
22034,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,1,Men,OTO,OECD - Total,26278,,
22035,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,ALL_SEX,Men and women,OTO,OECD - Total,60242,,
22039,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,2,Women,OTO,OECD - Total,111859,,
22040,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,1,Men,OTO,OECD - Total,84320,,
22041,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,ALL_SEX,Men and women,OTO,OECD - Total,196179,,
22045,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,2,Women,OTO,OECD - Total,234483,,
22046,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,1,Men,OTO,OECD - Total,204869,,
22047,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,ALL_SEX,Men and women,OTO,OECD - Total,439352,,
22051,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,2,Women,OTO,OECD - Total,640379,,
22052,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,1,Men,OTO,OECD - Total,501335,,
22053,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,ALL_SEX,Men and women,OTO,OECD - Total,1141714,,
22057,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,2,Women,OTO,OECD - Total,22434,,
22058,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,1,Men,OTO,OECD - Total,18980,,
22059,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,ALL_SEX,Men and women,OTO,OECD - Total,41414,,
22063,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,2,Women,OTO,OECD - Total,6404,,
22064,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,1,Men,OTO,OECD - Total,5136,,
22065,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,ALL_SEX,Men and women,OTO,OECD - Total,11540,,
22069,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,2,Women,OTO,OECD - Total,9110,,
22070,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,1,Men,OTO,OECD - Total,8771,,
22071,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,ALL_SEX,Men and women,OTO,OECD - Total,17881,,
22075,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,2,Women,OTO,OECD - Total,37008,,
22076,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,1,Men,OTO,OECD - Total,33714,,
22077,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,ALL_SEX,Men and women,OTO,OECD - Total,70722,,
22081,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,2,Women,OTO,OECD - Total,74956,,
22082,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,1,Men,OTO,OECD - Total,66601,,
22083,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,ALL_SEX,Men and women,OTO,OECD - Total,141557,,
22087,NOAM,North America,1,Foreign-born,2,ISCED 3/4,99,Unknown duration of stay,2,Women,OTO,OECD - Total,26791,,
22088,NOAM,North America,1,Foreign-born,2,ISCED 3/4,99,Unknown duration of stay,1,Men,OTO,OECD - Total,20737,,
22089,NOAM,North America,1,Foreign-born,2,ISCED 3/4,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,47528,,
22090,NOAM,North America,0,Native-born,2,ISCED 3/4,99,Unknown duration of stay,2,Women,OTO,OECD - Total,54800563,,
22091,NOAM,North America,0,Native-born,2,ISCED 3/4,99,Unknown duration of stay,1,Men,OTO,OECD - Total,49037754,,
22092,NOAM,North America,0,Native-born,2,ISCED 3/4,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,103838317,,
22096,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,2,Women,OTO,OECD - Total,1182,,
22097,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,1,Men,OTO,OECD - Total,1022,,
22098,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,2204,,
22102,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,99,Unknown duration of stay,2,Women,OTO,OECD - Total,20181,,
22103,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,99,Unknown duration of stay,1,Men,OTO,OECD - Total,15955,,
22104,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,36136,,
22105,NOAM,North America,0,Native-born,1,ISCED 0/1/2,99,Unknown duration of stay,2,Women,OTO,OECD - Total,21786361,,
22106,NOAM,North America,0,Native-born,1,ISCED 0/1/2,99,Unknown duration of stay,1,Men,OTO,OECD - Total,21878801,,
22107,NOAM,North America,0,Native-born,1,ISCED 0/1/2,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,43665162,,
22111,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,99,Unknown duration of stay,2,Women,OTO,OECD - Total,22472,,
22112,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,99,Unknown duration of stay,1,Men,OTO,OECD - Total,18629,,
22113,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,41101,,
22114,NOAM,North America,0,Native-born,3_4,ISCED 5/6,99,Unknown duration of stay,2,Women,OTO,OECD - Total,29259949,,
22115,NOAM,North America,0,Native-born,3_4,ISCED 5/6,99,Unknown duration of stay,1,Men,OTO,OECD - Total,27557436,,
22116,NOAM,North America,0,Native-born,3_4,ISCED 5/6,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,56817385,,
22120,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,2,Women,OTO,OECD - Total,70626,,
22121,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,1,Men,OTO,OECD - Total,56343,,
22122,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,126969,,
22123,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,99,Unknown duration of stay,2,Women,OTO,OECD - Total,105846873,,
22124,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,99,Unknown duration of stay,1,Men,OTO,OECD - Total,98473991,,
22125,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,99,Unknown duration of stay,ALL_SEX,Men and women,OTO,OECD - Total,204320864,,
22129,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,345184,,
22130,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,257954,,
22131,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,603138,,
22132,NOAM,North America,0,Native-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,54800563,,
22133,NOAM,North America,0,Native-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,49037754,,
22134,NOAM,North America,0,Native-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,103838317,,
22138,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,66827,,
22139,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,56680,,
22140,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,123507,,
22144,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,152545,,
22145,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,119863,,
22146,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,272408,,
22147,NOAM,North America,0,Native-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,21786361,,
22148,NOAM,North America,0,Native-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,21878801,,
22149,NOAM,North America,0,Native-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,43665162,,
22153,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,358246,,
22154,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,321189,,
22155,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,679435,,
22156,NOAM,North America,0,Native-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,29259949,,
22157,NOAM,North America,0,Native-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,27557436,,
22158,NOAM,North America,0,Native-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,56817385,,
22162,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,922802,,
22163,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,755686,,
22164,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,1678488,,
22165,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,OTO,OECD - Total,105846873,,
22166,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,OTO,OECD - Total,98473991,,
22167,NOAM,North America,0,Native-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,OTO,OECD - Total,204320864,,
